Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?,source_file
38,Spectrogram 1,1,108.0,111.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,108.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.2729,1.0,KIRA,kek,,1.0,combined_annotations.csv
39,Spectrogram 1,1,111.0,114.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,111.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.4725,1.0,KIRA,kek,,1.0,combined_annotations.csv
41,Spectrogram 1,1,117.0,120.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,117.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.3732,1.0,KIRA,kek,,1.0,combined_annotations.csv
42,Spectrogram 1,1,120.0,123.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,120.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.6402,1.0,KIRA,kek,,1.0,combined_annotations.csv
43,Spectrogram 1,1,123.0,126.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,123.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.2965,1.0,KIRA,kek,,1.0,combined_annotations.csv
44,Spectrogram 1,1,126.0,129.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,126.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.6582,1.0,KIRA,kek,,1.0,combined_annotations.csv
45,Spectrogram 1,1,129.0,132.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,129.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.8295,1.0,KIRA,kek,,1.0,combined_annotations.csv
46,Spectrogram 1,1,132.0,135.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,132.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.8405,1.0,KIRA,kek,,1.0,combined_annotations.csv
47,Spectrogram 1,1,141.0,144.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,141.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.7182,1.0,KIRA,kek,,1.0,combined_annotations.csv
62,Spectrogram 1,1,228.0,231.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,228.0,MINI06_20250410_050000.wav,3.0,Least Bittern,leabit,0.1781,0.0,,,,1.0,combined_annotations.csv
63,Spectrogram 1,1,231.0,234.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,231.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.8173,1.0,KIRA,kek,,1.0,combined_annotations.csv
64,Spectrogram 1,1,234.0,237.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,234.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.894,1.0,KIRA,kek,,1.0,combined_annotations.csv
65,Spectrogram 1,1,237.0,240.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,237.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.9034,1.0,KIRA,kek,,1.0,combined_annotations.csv
66,Spectrogram 1,1,240.0,243.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,240.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.5101,1.0,KIRA,kek,,1.0,combined_annotations.csv
67,Spectrogram 1,1,243.0,246.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,243.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.1334,1.0,KIRA,kek,,1.0,combined_annotations.csv
68,Spectrogram 1,1,246.0,249.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,246.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.3095,1.0,KIRA,kek,,1.0,combined_annotations.csv
69,Spectrogram 1,1,249.0,252.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,249.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.23,1.0,KIRA,kek,,1.0,combined_annotations.csv
70,Spectrogram 1,1,252.0,255.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,252.0,MINI06_20250410_050000.wav,3.0,Least Bittern,leabit,0.1884,0.0,,,,1.0,combined_annotations.csv
72,Spectrogram 1,1,258.0,261.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,258.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.7963,1.0,KIRA,kek,,1.0,combined_annotations.csv
83,Spectrogram 1,1,291.0,294.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,291.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.3795,1.0,KIRA,kek,,1.0,combined_annotations.csv
84,Spectrogram 1,1,294.0,297.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,294.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.1235,1.0,KIRA,,,1.0,combined_annotations.csv
86,Spectrogram 1,1,300.0,303.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,300.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.2321,1.0,KIRA,kek,,1.0,combined_annotations.csv
87,Spectrogram 1,1,303.0,306.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,303.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.6275,1.0,KIRA,kek,,1.0,combined_annotations.csv
88,Spectrogram 1,1,306.0,309.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,306.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.5092,1.0,KIRA,kek,,1.0,combined_annotations.csv
89,Spectrogram 1,1,309.0,312.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,309.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.229,1.0,KIRA,kek,,1.0,combined_annotations.csv
90,Spectrogram 1,1,312.0,315.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,312.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.5715,1.0,KIRA,kek,,1.0,combined_annotations.csv
91,Spectrogram 1,1,314.9662715,318.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,314.9663,MINI06_20250410_050000.wav,3.0337,King Rail,kinrai4,0.5926,1.0,KIRA,kek,,1.0,combined_annotations.csv
92,Spectrogram 1,1,318.0,321.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,318.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.2927,1.0,KIRA,kek,,1.0,combined_annotations.csv
93,Spectrogram 1,1,321.0,324.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,321.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.3868,1.0,KIRA,kek,,1.0,combined_annotations.csv
94,Spectrogram 1,1,324.0,327.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,324.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.6758,1.0,KIRA,kek,,1.0,combined_annotations.csv
95,Spectrogram 1,1,327.0,330.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,327.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.2685,1.0,KIRA,kek,,1.0,combined_annotations.csv
96,Spectrogram 1,1,330.0,333.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,330.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.3193,1.0,KIRA,kek,,1.0,combined_annotations.csv
97,Spectrogram 1,1,333.0,336.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,333.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.4352,1.0,KIRA,kek,,1.0,combined_annotations.csv
98,Spectrogram 1,1,336.0,339.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,336.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.4286,1.0,KIRA,kek,,1.0,combined_annotations.csv
99,Spectrogram 1,1,339.0,342.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,339.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.3195,1.0,KIRA,kek,,1.0,combined_annotations.csv
100,Spectrogram 1,1,342.0,345.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,342.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.5492,1.0,KIRA,kek,clean,1.0,combined_annotations.csv
101,Spectrogram 1,1,345.0,348.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,345.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.6617,1.0,KIRA,kek,,1.0,combined_annotations.csv
102,Spectrogram 1,1,348.0,351.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,348.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.9018,1.0,KIRA,kek,"clean, only keks",1.0,combined_annotations.csv
103,Spectrogram 1,1,351.0,354.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,351.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.9462,1.0,KIRA,kek,,1.0,combined_annotations.csv
104,Spectrogram 1,1,354.0,357.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,354.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.8308,1.0,KIRA,kek,,1.0,combined_annotations.csv
106,Spectrogram 1,1,360.0,363.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,360.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.7557,1.0,KIRA,kek,,1.0,combined_annotations.csv
285,Spectrogram 1,1,1017.0,1020.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,1017.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.5955,1.0,KIRA,kek,,1.0,combined_annotations.csv
388,Spectrogram 1,1,1437.0,1440.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,1437.0,MINI06_20250410_050000.wav,3.0,King Rail,kinrai4,0.2751,1.0,KIRA,kek,,1.0,combined_annotations.csv
389,Spectrogram 1,1,1437.0,1440.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,1437.0,MINI06_20250410_050000.wav,3.0,Common Gallinule,comgal1,0.1273,1.0,COGA,wipeout,,1.0,combined_annotations.csv
1109,Spectrogram 1,1,3915.0,3918.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_060002.wav,315.0,MINI06_20250410_060002.wav,3.0,American Bittern,amebit,0.8472,1.0,AMBI,pumperlunk,JS,1.0,combined_annotations.csv
1110,Spectrogram 1,1,3918.0,3921.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_060002.wav,318.0,MINI06_20250410_060002.wav,3.0,King Rail,kinrai4,0.43,1.0,,,,1.0,combined_annotations.csv
1122,Spectrogram 1,1,3957.0,3960.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_060002.wav,357.0,MINI06_20250410_060002.wav,3.0,King Rail,kinrai4,0.3807,1.0,KIRA,kek,,1.0,combined_annotations.csv
1123,Spectrogram 1,1,3960.0,3963.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_060002.wav,360.0,MINI06_20250410_060002.wav,3.0,King Rail,kinrai4,0.6107,1.0,KIRA,kek,,1.0,combined_annotations.csv
1125,Spectrogram 1,1,3963.0,3966.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_060002.wav,363.0,MINI06_20250410_060002.wav,3.0,King Rail,kinrai4,0.4436,1.0,KIRA,kek,,1.0,combined_annotations.csv
1348,Spectrogram 1,1,4527.0,4530.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_060002.wav,927.0,MINI06_20250410_060002.wav,3.0,American Bittern,amebit,0.4308,1.0,AMBI,pumperlunk,,1.0,combined_annotations.csv
1349,Spectrogram 1,1,4530.0,4533.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_060002.wav,930.0,MINI06_20250410_060002.wav,3.0,American Bittern,amebit,0.1614,1.0,AMBI,pumperlunk,JS,1.0,combined_annotations.csv
4168,Spectrogram 1,1,11237.0,11240.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_080002.wav,441.0,MINI06_20250410_080002.wav,3.0,King Rail,kinrai4,0.8829,1.0,KIRA,grunt,2,1.0,combined_annotations.csv
9666,Spectrogram 1,1,55787.0,55790.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250411_050000.wav,1815.0,MINI06_20250411_050000.wav,3.0,King Rail,kinrai4,0.4883,1.0,KIRA,kek,,1.0,combined_annotations.csv
9667,Spectrogram 1,1,55790.0,55793.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250411_050000.wav,1818.0,MINI06_20250411_050000.wav,3.0,King Rail,kinrai4,0.687,1.0,KIRA,kek,,1.0,combined_annotations.csv
9992,Spectrogram 1,1,56945.0,56948.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250411_050000.wav,2973.0,MINI06_20250411_050000.wav,3.0,King Rail,kinrai4,0.8661,1.0,KIRA,kek,frogs,1.0,combined_annotations.csv
14430,Spectrogram 1,1,74562.0,74565.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250411_100002.wav,2598.0,MINI06_20250411_100002.wav,3.0,King Rail,kinrai4,0.2093,1.0,KIRA,grunt,rain/wind,1.0,combined_annotations.csv
14431,Spectrogram 1,1,74565.0,74568.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250411_100002.wav,2601.0,MINI06_20250411_100002.wav,3.0,King Rail,kinrai4,0.8462,1.0,KIRA,grunt,rain/wind,1.0,combined_annotations.csv
26487,Spectrogram 1,1,164301.0,164304.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250413_050000.wav,2385.0,MINI06_20250413_050000.wav,3.0,King Rail,kinrai4,0.4245,1.0,KIRA,kek,,1.0,combined_annotations.csv
49223,Spectrogram 1,1,328276.0,328279.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_050000.wav,846.0,MINI06_20250421_050000.wav,3.0,King Rail,kinrai4,0.867,1.0,KIRA,kek,engine,1.0,combined_annotations.csv
51739,Spectrogram 1,1,337496.0,337499.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_070002.wav,2868.0,MINI06_20250421_070002.wav,3.0,Least Bittern,leabit,0.3115,0.0,,,,1.0,combined_annotations.csv
51740,Spectrogram 1,1,337496.0,337499.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_070002.wav,2868.0,MINI06_20250421_070002.wav,3.0,Red-winged Blackbird,rewbla,0.3102,1.0,RWBL,twitter,both calls,1.0,combined_annotations.csv
58080,Spectrogram 1,1,360687.0,360690.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_140002.wav,873.0,MINI06_20250421_140002.wav,3.0,King Rail,kinrai4,0.4543,1.0,KIRA,grunt,"wind, clean",1.0,combined_annotations.csv
58081,Spectrogram 1,1,360690.0,360693.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_140002.wav,876.0,MINI06_20250421_140002.wav,3.0,King Rail,kinrai4,0.4416,1.0,KIRA,grunt,2,1.0,combined_annotations.csv
71821,Spectrogram 1,1,403706.0,403709.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,714.0,MINI06_20250422_110002.wav,3.0,King Rail,kinrai4,0.3241,1.0,KIRA,kek,,1.0,combined_annotations.csv
72383,Spectrogram 1,1,405485.0216,405488.0216,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,2493.0216,MINI06_20250422_110002.wav,3.0,King Rail,kinrai4,0.5742,1.0,KIRA,kek,,1.0,combined_annotations.csv
72695,Spectrogram 1,1,406310.0,406313.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,3318.0,MINI06_20250422_110002.wav,3.0,Red-winged Blackbird,rewbla,0.3953,1.0,RWBL,jeer,rain? jeer and check,1.0,combined_annotations.csv
72720,Spectrogram 1,1,406358.0,406361.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,3366.0,MINI06_20250422_110002.wav,3.0,King Rail,kinrai4,0.4957,0.0,,,JS,1.0,combined_annotations.csv
72721,Spectrogram 1,1,406358.0,406361.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,3366.0,MINI06_20250422_110002.wav,3.0,American Bittern,amebit,0.2996,0.0,,,,1.0,combined_annotations.csv
73007,Spectrogram 1,1,407175.0,407178.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_120002.wav,585.0,MINI06_20250422_120002.wav,3.0,Sora,sora,0.9999,1.0,,,,1.0,combined_annotations.csv
73612,Spectrogram 1,1,414011.0,414014.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,225.0,MINI06_20250422_140002.wav,3.0,King Rail,kinrai4,0.1065,1.0,KIRA,grunt,"wind, two KIRA",1.0,combined_annotations.csv
73613,Spectrogram 1,1,414017.0,414020.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,231.0,MINI06_20250422_140002.wav,3.0,King Rail,kinrai4,0.6678,1.0,KIRA,grunt,,1.0,combined_annotations.csv
73614,Spectrogram 1,1,414020.0,414023.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,234.0,MINI06_20250422_140002.wav,3.0,Sora,sora,0.9393,1.0,SORA,whinny,,1.0,combined_annotations.csv
73615,Spectrogram 1,1,414023.0,414026.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,237.0,MINI06_20250422_140002.wav,3.0,Sora,sora,0.2927,1.0,SORA,whinny,2 KIRA,1.0,combined_annotations.csv
88236,Spectrogram 1,1,459057.9951,459061.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250423_110002.wav,2093.9951,MINI06_20250423_110002.wav,3.0049,Red-winged Blackbird,rewbla,0.4653,1.0,RWBL,twitter,,1.0,combined_annotations.csv
90143,Spectrogram 1,1,465870.0,465873.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250423_130002.wav,1710.0,MINI06_20250423_130002.wav,3.0,Red-winged Blackbird,rewbla,0.7756,1.0,RWBL,conklaree,,1.0,combined_annotations.csv
90144,Spectrogram 1,1,465870.0,465873.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250423_130002.wav,1710.0,MINI06_20250423_130002.wav,3.0,Least Bittern,leabit,0.2397,0.0,,,,1.0,combined_annotations.csv
98339,Spectrogram 1,1,494857.0,494860.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250425_110002.wav,1911.0,MINI06_20250425_110002.wav,3.0,Red-winged Blackbird,rewbla,0.1006,1.0,RWBL,conklaree,,1.0,combined_annotations.csv
129595,Spectrogram 1,1,687615.0,687618.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_100002.wav,369.0,MINI06_20250505_100002.wav,3.0,Red-winged Blackbird,rewbla,0.6253,1.0,RWBL,twitter,engine,1.0,combined_annotations.csv
130802,Spectrogram 1,1,697106.0,697109.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2664.0,MINI06_20250505_120002.wav,3.0,Red-winged Blackbird,rewbla,0.4233,1.0,RWBL,check,,1.0,combined_annotations.csv
130806,Spectrogram 1,1,697286.0,697289.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2844.0,MINI06_20250505_120002.wav,3.0,Red-winged Blackbird,rewbla,0.1388,1.0,RWBL,twitter,,1.0,combined_annotations.csv
130807,Spectrogram 1,1,697289.0,697292.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2847.0,MINI06_20250505_120002.wav,3.0,Least Bittern,leabit,0.1938,0.0,,,,1.0,combined_annotations.csv
130808,Spectrogram 1,1,697289.0,697292.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2847.0,MINI06_20250505_120002.wav,3.0,Red-winged Blackbird,rewbla,0.1503,1.0,RWBL,twitter,,1.0,combined_annotations.csv
131622,Spectrogram 1,1,704290.0,704293.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_140002.wav,2652.0,MINI06_20250505_140002.wav,3.0,King Rail,kinrai4,0.8795,1.0,KIRA,grunt,grunt and kek,1.0,combined_annotations.csv
132800,Spectrogram 1,1,712410.0,712413.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3576.0,MINI06_20250505_160002.wav,3.0,King Rail,kinrai4,0.8708,1.0,KIRA,grunt,both calls,1.0,combined_annotations.csv
132804,Spectrogram 1,1,712416.0,712419.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3582.0,MINI06_20250505_160002.wav,3.0,King Rail,kinrai4,0.4341,1.0,KIRA,grunt,,1.0,combined_annotations.csv
132805,Spectrogram 1,1,712416.0,712419.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3582.0,MINI06_20250505_160002.wav,3.0,Least Bittern,leabit,0.3327,0.0,,,,1.0,combined_annotations.csv
132806,Spectrogram 1,1,712416.0,712419.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3582.0,MINI06_20250505_160002.wav,3.0,Virginia Rail,virrai,0.1747,0.0,,,,1.0,combined_annotations.csv
134151,Spectrogram 1,1,716690.0,716693.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_180002.wav,660.0,MINI06_20250505_180002.wav,3.0,King Rail,kinrai4,0.341,1.0,KIRA,grunt,mix,1.0,combined_annotations.csv
134155,Spectrogram 1,1,716696.0,716699.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_180002.wav,666.0,MINI06_20250505_180002.wav,3.0,King Rail,kinrai4,0.6435,1.0,KIRA,grunt,mix,1.0,combined_annotations.csv
149177,Spectrogram 1,1,804021.0,804024.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250512_120002.wav,1635.0,MINI06_20250512_120002.wav,3.0,Red-winged Blackbird,rewbla,0.3169,1.0,RWBL,jeer,rain,1.0,combined_annotations.csv
154752,Spectrogram 1,1,844417.0,844420.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250513_080002.wav,2451.0,MINI06_20250513_080002.wav,3.0,King Rail,kinrai4,0.8774,1.0,KIRA,grunt,,1.0,combined_annotations.csv
161764,Spectrogram 1,1,898668.0,898671.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250514_080002.wav,2730.0,MINI06_20250514_080002.wav,3.0,King Rail,kinrai4,0.8919,1.0,KIRA,grunt,background engine? rain,1.0,combined_annotations.csv
172046,Spectrogram 1,1,1001949.995,1001953.0,0.0,11960.784,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250522_120002.wav,1667.9951,MINI06_20250522_120002.wav,3.0049,Red-winged Blackbird,rewbla,0.5384,1.0,RWBL,conklaree,rain?,1.0,combined_annotations.csv
172048,Spectrogram 1,1,1001953.0,1001956.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250522_120002.wav,1671.0,MINI06_20250522_120002.wav,3.0,Red-winged Blackbird,rewbla,0.14,1.0,RWBL,conklaree,rain?,1.0,combined_annotations.csv
181362,Spectrogram 1,1,1054938.0,1054941.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250523_120002.wav,684.0,MINI06_20250523_120002.wav,3.0,Red-winged Blackbird,rewbla,0.5647,1.0,RWBL,check,,1.0,combined_annotations.csv
181449,Spectrogram 1,1,1055919.0,1055922.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250523_120002.wav,1665.0,MINI06_20250523_120002.wav,3.0,Red-winged Blackbird,rewbla,0.5104,1.0,RWBL,check,,1.0,combined_annotations.csv
